"CONTEXT", "ID", "TEXT"
"traveler:PRISON_GUARD_PAYOUT","You are not detaining enough people.","You are not detaining enough people."
"traveler:PRISON_GUARD_PAYOUT","I have nothing to give you.","I have nothing to give you."
"traveler:PRISON_GUARD_PAYOUT","Detain more to share part of my bonus.","Detain more to share part of my bonus."
"traveler:PRISON_GUARD_PAYOUT","Bonus is good, they pay ok.","Bonus is good, they pay ok."
"traveler:PRISON_GUARD_PAYOUT","It is not much though.","It is not much though."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people and we do better.","Maybe you detain more people and we do better."
"traveler:PRISON_GUARD_PAYOUT","@This is not enough.","@This is not enough."
"traveler:PRISON_GUARD_PAYOUT","Yes, I know.","Yes, I know."
"traveler:PRISON_GUARD_PAYOUT","My wife sick now. Neighbor spreads the flu.","My wife sick now. Neighbor spreads the flu."
"traveler:PRISON_GUARD_PAYOUT","This is what is left after medicine.","This is what is left after medicine."
"traveler:PRISON_GUARD_PAYOUT","I give you rest next time.","I give you rest next time."
"traveler:PRISON_GUARD_PAYOUT","Maybe you detain more people to make it easier.","Maybe you detain more people to make it easier."
"traveler:PRISON_GUARD_PAYOUT","Here is your cut.","Here is your cut."
"traveler:PRISON_GUARD_PAYOUT","@There is more from last time.","@There is more from last time."
"traveler:PRISON_GUARD_PAYOUT","This is all I have now but soon I make up rest.","This is all I have now but soon I make up rest."
"traveler:PRISON_GUARD_PAYOUT","Again it is a little short.","Again it is a little short."
"traveler:PRISON_GUARD_PAYOUT","Keep detaining and I pay you back soon.","Keep detaining and I pay you back soon."
"traveler:PRISON_GUARD_BOMB","What is going on?","What is going on?"
"traveler:PRISON_GUARD_BOMB","Oh. Hah.","Oh. Hah."
"traveler:PRISON_GUARD_BOMB","What is this amateur shit?","What is this amateur shit?"
"traveler:PRISON_GUARD_BOMB","@Should we evacuate?","@Should we evacuate?"
"traveler:PRISON_GUARD_BOMB","For that little thing? No of course not.","For that little thing? No of course not."
"traveler:PRISON_GUARD_BOMB","Just disable it. Open the cover.","Just disable it. Open the cover."
"traveler:PRISON_GUARD_BOMB","Stupid fucking terrorist.","Stupid fucking terrorist."
"traveler:PRISON_GUARD_BOMB","Could not even add a display.","Could not even add a display."
"traveler:PRISON_GUARD_BOMB","@What should I do now?","@What should I do now?"
"traveler:PRISON_GUARD_BOMB","This is poorest bomb I ever see. A simple mind created this.","This is poorest bomb I ever see. A simple mind created this."
"traveler:PRISON_GUARD_BOMB","Just cut the wires in order.","Just cut the wires in order."
"traveler:PRISON_GUARD_BOMB","Ok, all done. Back to work.","Ok, all done. Back to work."
"traveler:PRISON_GUARD_BOMB","@We should close the checkpoint.","@We should close the checkpoint."
"traveler:PRISON_GUARD_BOMB","Bullshit. I need to earn money today.","Bullshit. I need to earn money today."
"traveler:PRISON_GUARD_BOMB","Give bomb to me.","Give bomb to me."
"traveler:PRISON_GUARD_BOMB","I sell materials and give you cut.","I sell materials and give you cut."
"traveler:PRISON_GUARD_BOMB","What a piece of shit.","What a piece of shit."
"traveler:PRISON_GUARD_BOMB","I doubt it is even worth much.","I doubt it is even worth much."
"traveler:PRISON_GUARD_BOMB","Call the next immigrant.","Call the next immigrant."
"traveler:TIME_BOMBER","DEATH TO ARSTOTZKA!","DEATH TO ARSTOTZKA!"
"traveler:BOSS_REPORTCITATIONS","You have received no citations.","You have received no citations."
"traveler:BOSS_REPORTCITATIONS","You have received one citation.","You have received one citation."
"traveler:BOSS_REPORTCITATIONS","You have received ${Game/NumCitations} citations.","You have received ${Game/NumCitations} citations."
"traveler:BOSS0","So.~","So.~"
"traveler:BOSS0","You are inspector here.~","You are inspector here.~"
"traveler:BOSS0","That makes you my responsibility.~","That makes you my responsibility.~"
"traveler:BOSS0","You make Arstotzka proud.~","You make Kazakhstan proud.~"
"traveler:BOSS0","Hang it on wall here.","Hang it on wall here."
"traveler:BOSS0","I return in 10 days.~","I return in 10 days.~"
"traveler:BOSS0","Maintain your diligence.","Maintain your diligence."
"traveler:BOSS0","Glory to Arstotzka.","Glory to Kazakhstan."
"traveler:BOSS0","Perhaps it was mistake to rely on lottery.","Perhaps it was mistake to rely on lottery."
"traveler:BOSS0","Let this motivate you.~","Let this motivate you.~"
"traveler:BOSS0","Do not embarrass me.","Do not embarrass me."
"traveler:BOSS0","It makes me look like fool to trust lottery.~","It makes me look like fool to trust lottery.~"
"traveler:BOSS0","Let this motivate you to improve.~","Let this motivate you to improve.~"
"traveler:BOSS0","Do not embarrass me further.","Do not embarrass me further."
"traveler:BOSS1","It is too early to come all the way out here.","It is too early to come all the way out here."
"traveler:BOSS1","The smell at this checkpoint makes me sick.","The smell at this checkpoint makes me sick."
"traveler:BOSS1","Where is plaque I gave you?","Where is plaque I gave you?"
"traveler:BOSS1","Why is it not on wall?","Why is it not on wall?"
"traveler:BOSS1","What is other shit hanging here?","What is other shit hanging here?"
"traveler:BOSS1","These walls are for official plaques only.","These walls are for official plaques only."
"traveler:BOSS1","Your pay will be docked for violation.","Your pay will be docked for violation."
"traveler:BOSS1","@It will not happen again.","@It will not happen again."
"traveler:BOSS1","At least you are performing well.","At least you are performing well."
"traveler:BOSS1","Continue this honorable service.","Continue this honorable service."
"traveler:BOSS1","At least your performance is not terrible.","At least your performance is not terrible."
"traveler:BOSS1","Do not slip further.","Do not slip further."
"traveler:BOSS1","And your performance is terrible.","And your performance is terrible."
"traveler:BOSS1","Maybe you have forgotten what your job is.","Maybe you have forgotten what your job is."
"traveler:BOSS1","There are many more who can take your place.","There are many more who can take your place."
"traveler:BOSS1","Now.","Now."
"traveler:BOSS1","I have old friend coming through.","I have old friend coming through."
"traveler:BOSS1","Approve her entry.","Approve her entry."
"traveler:BOSS1","She is Shae Piersovska.~","She is Shae Piersovska.~"
"traveler:BOSS1","I do not want to hear of any trouble to her.","I do not want to hear of any trouble to her."
"traveler:BOSS1","Glory to Arstotzka.","Glory to Kazakhstan."
"traveler:BOSS2","You little bastard.~","You little bastard.~"
"traveler:BOSS2","Shae thinks I am powerless fool now.","Shae thinks I am powerless fool now."
"traveler:BOSS2","It was made very clear to let her through.","It was made very clear to let her through."
"traveler:BOSS2","Now I must think about the consequences for you.~","Now I must think about the consequences for you.~"
"traveler:BOSS2","Maybe this place not so bad.","Maybe this place not so bad."
"traveler:BOSS2","With everything going on, checkpoint visit is nice break.~","With everything going on, checkpoint visit is nice break.~"
"traveler:BOSS2","You still do not hang the plaques.","You still do not hang the plaques."
"traveler:BOSS2","Why do you not hang both plaques?","Why do you not hang both plaques?"
"traveler:BOSS2","But again you have unauthorized items on wall.","But again you have unauthorized items on wall."
"traveler:BOSS2","I warned before.~","I warned before.~"
"traveler:BOSS2","But what is other shit hanging here?","But what is other shit hanging here?"
"traveler:BOSS2","These walls are for official plaques only.","These walls are for official plaques only."
"traveler:BOSS2","Your pay will be docked for violation.","Your pay will be docked for violation."
"traveler:BOSS2","@It will not happen again.","@It will not happen again."
"traveler:BOSS2","There are no more plaques.","There are no more plaques."
"traveler:BOSS_BUDDY","How is Dimitri?","How is Dimitri?"
"traveler:BOSS_BUDDY","I hear he runs checkpoint now.","I hear he runs checkpoint now."
"traveler:BOSS_BUDDY","It looks like somewhere he would fit in.","It looks like somewhere he would fit in."
"traveler:BOSS_BUDDY","I bet he is still terrible boss.","I bet he is still terrible boss."
"traveler:BOSS_BUDDY","You know, Dimitri asked me to come.","You know, Dimitri asked me to come."
"traveler:BOSS_BUDDY","Said I would get through.","Said I would get through."
"traveler:BOSS_BUDDY","But I guess he is not so much in control.","But I guess he is not so much in control."
"traveler:BOSS_BUDDY","I hope Dimitri tires more easily now.","I hope Dimitri tires more easily now."
"traveler:BOSS_BUDDY","I do not want to stay long in Arstotzka.","I do not want to stay long in Kazakhstan."
"traveler:BOSS_BUDDY","Ah, I would not do that.","Ah, I would not do that."
"traveler:BOSS_BUDDY","Dimitri is not forgiving person.","Dimitri is not forgiving person."
"traveler:BOSS_BUDDY","I am no fool.","I am no fool."
"traveler:BOSS_BUDDY","This is inconvenience, but I am not worried for myself.","This is inconvenience, but I am not worried for myself."
"traveler:BOSS_BUDDY","Tell Dimitri I said hello.","Tell Dimitri I said hello."
"traveler:BOSS_ANGRY","You worthless urchin.~","You worthless urchin.~"
"traveler:BOSS_ANGRY","I had to pull many strings to get Shae out.","I had to pull many strings to get Shae out."
"traveler:BOSS_ANGRY","It was made very clear to let her through.~","It was made very clear to let her through.~"
"traveler:BOSS_ANGRY","My patience with you has run out.~","My patience with you has run out.~"
"traveler:KID_KILLER0","Look at it.~","Look at it.~"
"traveler:KID_KILLER0","Simon Wens took her from me.~","Simon Wens took her from me.~"
"traveler:KID_KILLER0","I follow him for many weeks.","I follow him for many weeks."
"traveler:KID_KILLER0","I know he comes here soon.~","I know he comes here soon.~"
"traveler:KID_KILLER0","It is big favor I ask, but is important.","It is big favor I ask, but is important."
"traveler:KID_KILLER0","Let him through if you see him.","Let him through if you see him."
"traveler:KID_KILLER0","But take his passport first.~","But take his passport first.~"
"traveler:KID_KILLER0","I come back.","I come back."
"traveler:KID_KILLER0","You give me his passport and I track him down.~","You give me his passport and I track him down.~"
"traveler:KID_KILLER0","I make him suffer like he did to Julia.~","I make him suffer like he did to Julia.~"
"traveler:KID_KILLER1","What the fuck!","What the fuck!"
"traveler:KID_KILLER2","Did you see him?","Did you see him?"
"traveler:KID_KILLER2","Give his passport to me.","Give his passport to me."
"traveler:KID_KILLER2","Hmmm.~","Hmmm.~"
"traveler:KID_KILLER2","I know this city.","I know this city."
"traveler:KID_KILLER2","He will be easily found.","He will be easily found."
"traveler:KID_KILLER2","Let me through.","Let me through."
"traveler:KID_KILLER2","Thank you.","Thank you."
"traveler:KID_KILLER2","Now please, give back my daughter's photo.","Now please, give back my daughter's photo."
"traveler:KID_KILLER2","I show it to him while he suffers.","I show it to him while he suffers."
"traveler:KID_KILLER2","You heartless scum.","You heartless scum."
"traveler:KID_KILLER2","Give back my daughter's photo.","Give back my daughter's photo."
"traveler:KID_KILLER2","My Julia.~","My Julia.~"
"traveler:KID_KILLER2","Read the news tomorrow.","Read the news tomorrow."
"traveler:KID_KILLER2","She was just little girl.","She was just little girl."
"traveler:KID_KILLER2","@I do not know what you are talking about.","@I do not know what you are talking about."
"traveler:KID_KILLER2","Damnit.","Damn it."
"traveler:KID_KILLER2","She was just a little girl.","She was just a little girl."
"traveler:KID_KILLER2","@Yes. He has been arrested.","@Yes. He has been arrested."
"traveler:KID_KILLER2","What? I asked you to let him pass.","What? I asked you to let him pass."
"traveler:KID_KILLER2","There will be no true justice now.","There will be no true justice now."
"traveler:KID_KILLER2","@Yes. He ran off.","@Yes. He ran off."
"traveler:KID_KILLER2","Ran off? Which way?","Ran off? Which way?"
"traveler:KID_KILLER2","@I do not know. Back into Kolechia.","@I do not know. Back into Kolechia."
"traveler:KID_KILLER2","Damn it.","Damn it."
"traveler:KID_KILLER2","@I have no photos.","@I have no photos."
"traveler:KID_KILLER2","Heartless bastard.","Heartless bastard."
"traveler:RESISTER","No.","No."
"traveler:RESISTER","I am not leaving.","I am not leaving."
"traveler:RESISTER","@You are delaying the line.","@You are delaying the line."
"traveler:RESISTER","I refuse!","I refuse!"
"traveler:RESISTER","You fools better to not touch me.","You fools better to not touch me."
"traveler:RESISTER","I will explode like wild tiger.","I will explode like wild tiger."
"traveler:RESISTER","I have every right to enter Arstotzka.","I have every right to enter Kazakhstan."
"traveler:RESISTER","You think I am joking but tiger does not joke.","You think I am joking but tiger does not joke."
"traveler:RESISTER","Let me through!","Let me through!"
"traveler:JOURNALIST_FIRST","I write report on conditions in Arstotzka.","I write report on conditions in Kazakhstan."
"traveler:JOURNALIST_FIRST","As long as it takes.","As long as it takes."
"traveler:JOURNALIST_FIRST","@You are missing required papers.","@You are missing required papers."
"traveler:JOURNALIST_FIRST","I am journalist.","I am journalist."
"traveler:JOURNALIST_FIRST","You have my pass there.","You have my pass there."
"traveler:JOURNALIST_FIRST","This is outrage!","This is outrage!"
"traveler:JOURNALIST_FIRST","Why am I denied?","Why am I denied?"
"traveler:JOURNALIST_FIRST","@Your press pass is worthless for entry.","@Your press pass is worthless for entry."
"traveler:JOURNALIST_FIRST","This is violation of rights.","This is violation of rights."
